,WFBN_INFO_1_matrix_1,WFBN_INFO_1_matrix_2,WFBN_tal_2_matrix_1,WFBN_tal_2_matrix_2,WFBN_tal_2_matrix_3,WFBN_advnet_5_matrix_1,WFBN_advnet_5_matrix_2,WFBN_advnet_5_matrix_3,Bhea_Orgres_1_matrix_1,Bhea_Orgres_1_matrix_2,Bhea_Orgres_1_matrix_3,Bhea_Orgres_1_matrix_4,Bhea_Orgres_1_matrix_5,Bhea_Opres_2_matrix_1,Bhea_Opres_2_matrix_2,Bhea_Opres_2_matrix_3,Bhea_Opres_5_matrix_1,Bhea_Opres_5_matrix_2,Bhea_Opres_5_matrix_3,Tech_rc_1_matrix_1,Tech_rc_1_matrix_2,Tech_rc_1_matrix_3,Tech_rc_2_matrix_1,Tech_rc_2_matrix_2,Adapt_main_1_matrix_1,Adapt_main_1_matrix_2,Adapt_main_1_matrix_3,Adapt_main_1_matrix_4,Mind_Creat_1_matrix_1,Mind_Creat_1_matrix_2,Mind_Creat_1_matrix_3,Mind_Trust_2_matrix_1,Mind_Trust_2_matrix_2,Mind_Trust_2_matrix_3,Mind_Hope_3_matrix_1,Mind_Hope_3_matrix_2,Mind_Hope_3_matrix_3,Mind_belon_4_matrix_1,Mind_belon_4_matrix_2,Mind_belon_4_matrix_3,Mind_belon_4_matrix_4,Mind_FO_5_matrix_1,Mind_FO_5_matrix_2,V2_Econ_Condition,Recoded_Sales
457,4.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,5.0,4.0,-1.0,4.0
459,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,-2.0,0.0
460,4.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,-1.0,-3.0
462,4.0,4.0,3.0,5.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,-4.0
463,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,-1.0,-2.0
465,3.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,-4.0
466,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,-1.0,-4.0
467,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,-1.0,-1.0
468,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,-1.0,-1.0
469,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,0.0
470,5.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,-2.0,-4.0
471,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,-1.0,0.0
472,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,-1.0,-3.0
473,3.0,4.0,3.0,5.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0
474,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,-1.0
475,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,-2.0,-4.0
478,4.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-2.0,-2.0
480,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,-3.0
481,4.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0
482,3.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0
484,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0
485,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,-1.0,0.0
486,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,-1.0,0.0
487,2.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,1.0
489,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,-1.0,-1.0
490,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,-1.0
491,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,-1.0,0.0
492,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0
494,3.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,-1.0,-3.0
495,4.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,2.0
496,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,-1.0,1.0
497,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,-2.0,-4.0
498,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,5.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,-1.0,1.0
500,2.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-2.0,4.0
501,3.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0
502,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,-1.0,-4.0
503,4.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0
504,2.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,-1.0,-2.0
505,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,0.0
506,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,-1.0,0.0
507,4.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,-1.0,-2.0
508,3.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,-1.0,0.0
510,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,-1.0,1.0
511,4.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,-1.0,-2.0
512,3.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,-1.0,0.0
513,2.0,3.0,2.0,4.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0
515,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,-1.0,0.0
516,3.0,4.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,-1.0
517,4.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0
519,4.0,3.0,3.0,3.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,-1.0,2.0
520,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,-1.0,1.0
521,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0
522,4.0,1.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,-1.0,0.0
523,3.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0
524,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,-1.0,-4.0
525,5.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,-1.0
526,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,0.0,1.0
528,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,-2.0,-4.0
529,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-2.0
531,4.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,0.0,0.0
532,2.0,3.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,-1.0,2.0
533,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,-2.0,-4.0
534,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0,-2.0,-2.0
536,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,-1.0,-4.0
537,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,-2.0,-4.0
538,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,-1.0
539,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,-2.0,-4.0
540,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0
541,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,-1.0,0.0
543,4.0,4.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,-2.0,-1.0
544,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,-2.0,4.0
545,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,-2.0,0.0
